634	316
153	868
64	957
304	212
306	962
190	51
701	906
174	31
795	865
339	108
502	141
209	909
536	200
318	946
84	977
763	64
321	713
639	668
838	121
818	133
244	48
862	20
408	650
444	907
208	869
446	872
266	165
530	875
432	173
645	771
313	293
518	49
271	70
171	10
527	160
943	995
96	18
26	24
601	731
461	216
818	987
652	233
395	998
588	913
543	378
720	870
635	811
165	947
424	396
719	263
396	896
68	934
365	746
662	276
225	29
522	54
373	880
203	981
860	31
461	455
627	296
402	935
472	120
691	207
416	230
371	922
848	871
477	576
717	853
425	969
342	848
836	84
249	31
779	804
758	157
394	288
151	94
437	931
880	14
390	103
683	924
589	715
399	898
661	911
731	209
353	935
480	530
774	850
132	58
437	689
392	715
404	751
816	869
68	993
429	708
463	416
665	209
516	698
644	658
506	671
817	65
307	820
402	142
561	774
299	130
428	705
266	69
597	381
772	199
599	295
930	54
491	1
333	204
88	16
531	197
514	342
358	274
478	451
623	896
480	753
772	982
272	58
64	24
176	175
628	17
299	34
439	93
178	976
644	136
691	210
624	247
445	9
390	898
392	999
618	730
514	51
490	364
680	846
514	978
512	328
508	880
513	379
618	846
887	965
392	259
610	38
503	451
408	694
484	744
763	797
882	35
343	245
413	632
289	978
268	799
751	242
569	81
254	964
621	90
221	84
511	198
313	736
183	856
315	925
485	539
346	920
566	676
578	306
451	867
607	266
557	972
371	50
271	257
656	767
78	57
761	864
305	980
433	300
295	102
368	755
490	587
468	745
924	65
775	152
326	283
697	137
444	997
873	926
521	974
63	947
397	269
269	911
607	30
244	838
591	209
638	780
702	23
522	268
417	659
338	730
472	762
690	768
35	31
332	975
770	38
603	887
364	194
508	55
509	38
303	260
494	268
805	104
194	938
445	817
183	963
769	907
852	896
557	81
381	123
456	81
356	235
803	23
698	987
148	974
306	967
317	25
176	159
740	974
887	96
553	624
406	807
577	35
378	246
586	735
214	90
440	629
225	0
483	268
519	978
538	211
321	970
540	145
566	616
701	114
505	985
610	777
833	884
630	957
883	62
726	879
335	942
327	898
843	151
643	182
798	184
493	243
604	17
566	334
506	872
214	113
293	721
565	853
645	132
355	85
239	881
440	807
353	725
400	769
492	203
502	711
502	337
17	16
339	958
499	794
392	89
901	58
413	673
463	376
490	188
502	569
563	54
312	97
400	904
636	277
386	669
450	901
100	55
837	87
877	935
374	333
668	809
397	842
860	957
563	331
602	125
200	826
748	236
834	141
552	338
502	887
368	103
177	987
219	995
710	279
514	655
727	270
638	143
802	49
874	58
595	985
569	346
403	687
692	300
534	210
652	123
90	82
395	685
375	936
360	297
467	419
499	855
421	864
433	18
684	31
219	115
519	192
558	118
142	891
412	322
527	713
695	891
684	890
478	143
292	2
916	968
376	892
315	965
414	921
169	53
452	972
346	216
777	992
366	681
696	916
293	834
586	771
799	882
239	966
502	223
480	979
526	736
651	900
296	763
559	68
264	792
767	795
469	412
763	984
559	854
353	788
705	892
576	307
211	920
880	968
275	176
483	724
813	64
319	294
282	246
723	945
461	666
520	158
650	211
863	996
513	111
830	906
678	223
614	255
651	783
750	849
571	980
702	863
275	922
285	28
652	104
845	950
602	822
416	58
440	58
450	819
927	18
391	636
749	2
664	967
430	109
504	850
609	177
470	451
625	333
616	59
