50.434616	50.999077
49.453564	48.785828
49.55704	50.58384
48.785343	48.28588
50.11234	51.615158
50.183865	50.43621
49.180443	48.384377
50.124447	49.145958
49.07997	49.070694
49.710598	49.55096
50.067734	49.19168
49.719486	48.055706
50.56137	50.78639
49.83153	50.84202
50.647785	52.272903
48.326553	51.81863
50.2708	50.822895
50.1704	48.96957
49.997334	49.63796
49.915344	49.484825
49.96742	48.540886
50.32007	52.134445
49.265545	50.948475
51.054546	48.1068
49.97885	48.168507
49.78377	48.34393
48.65572	48.340107
49.523003	50.583015
50.049423	48.696877
48.409374	51.6151
49.57546	49.02398
50.274834	50.45764
48.905125	48.19426
49.260014	51.556137
49.454964	51.087128
50.364967	50.538418
50.547718	48.288513
50.18108	50.45912
50.5796	48.72722
49.637672	48.480186
49.28677	48.429035
51.07022	48.777363
50.31364	48.62443
49.98236	48.985798
50.15572	52.07488
49.930714	49.098206
49.475235	48.65798
50.22596	51.053818
50.126915	49.5155
49.46978	51.47226
50.230324	50.907093
49.137714	52.048462
49.499737	48.44946
50.49591	50.89427
49.65657	51.64704
49.500504	49.280354
50.539436	51.035927
49.56492	50.625385
49.771526	51.451176
49.228428	47.666767
50.803776	49.08967
49.601658	51.07378
49.882114	49.441498
50.363567	50.760986
50.653328	51.22261
50.344517	50.92256
51.100254	51.285263
50.065636	48.350224
50.11348	48.010967
49.75865	50.584606
50.338444	50.741894
50.52498	50.83107
50.78537	49.01805
50.216698	49.048214
50.06304	50.06976
49.853256	49.40318
48.89575	52.35166
50.044254	49.41202
50.82934	51.116207
50.16027	49.35042
50.43249	48.505386
48.329685	52.17516
49.59098	49.22766
51.631424	52.167465
49.950073	50.486294
49.81597	48.51794
49.642696	48.555157
48.55124	47.95237
50.21768	49.557137
49.552807	49.165085
50.7474	48.981148
49.626186	48.82225
50.713108	48.578995
49.51806	49.089844
49.700443	48.930363
50.39937	51.499504
49.81409	50.79885
48.89902	48.74643
49.638042	51.24549
49.762115	50.88211
50.14162	50.88548
49.94325	49.78191
49.670757	49.50815
50.8233	48.691017
49.868282	51.31761
50.338882	50.708508
49.0576	48.602974
48.77645	52.509426
50.46663	48.493885
50.076916	49.87598
50.944622	51.070606
50.074078	47.740616
50.5867	50.595833
50.948826	51.3069
50.1329	48.499714
49.410465	51.31723
49.649307	49.59361
49.76688	49.679188
51.54216	47.46566
50.542793	50.881428
49.36896	51.271976
50.771084	51.315357
49.694435	50.33573
48.600067	47.80152
50.065365	49.575108
48.177643	47.351772
51.155254	51.765594
50.0823	50.761738
49.202335	51.119503
50.244785	49.573437
50.193012	52.639507
49.77527	50.48565
48.873104	48.450058
49.505333	49.30687
50.03275	51.298004
49.53076	51.087402
51.26059	48.36078
50.10925	50.98029
50.549324	51.971912
49.696747	48.66727
50.44187	51.3838
49.956932	51.26905
48.95785	48.31852
49.802525	50.851597
49.305748	50.94005
50.39551	48.32764
49.094624	48.4451
49.47541	50.548622
49.12677	48.70933
50.672325	51.781048
50.59468	50.976894
49.950264	49.626633
51.013885	48.94924
49.70463	49.41553
49.695114	48.130325
51.38388	51.41935
49.217636	51.287613
49.865086	49.053127
49.593708	49.05596
49.58215	49.41797
51.081577	48.813087
50.090828	50.647476
50.03361	50.96554
49.937035	49.316143
50.117584	49.593575
50.451214	49.287136
