92	97
21	87
70	7
42	20
51	13
58	95
81	93
17	6
88	9
56	60
35	20
18	86
56	78
59	19
68	79
70	81
62	21
40	63
49	76
64	67
40	8
57	65
60	73
47	12
25	81
47	7
19	14
72	98
55	45
46	8
35	91
33	85
71	1
52	52
18	97
9	7
47	18
36	78
20	90
30	72
40	81
14	11
92	5
78	96
11	1
29	1
32	25
51	99
19	18
28	27
52	25
65	79
72	25
28	5
13	12
52	16
24	76
69	5
10	97
66	14
86	94
52	21
53	59
48	6
48	85
40	99
77	82
37	64
61	80
22	0
19	19
49	40
70	90
55	42
80	0
48	97
17	99
49	93
89	1
60	70
77	86
48	77
30	24
66	14
37	33
57	80
32	78
93	99
51	78
41	1
78	11
56	17
52	57
59	28
54	56
79	11
40	1
45	25
57	28
71	87
53	66
55	26
61	78
39	16
79	20
83	9
20	4
91	91
33	74
48	55
70	72
50	73
43	96
36	4
62	20
49	11
65	25
56	39
23	91
86	100
52	67
89	7
26	4
58	74
90	94
54	31
51	65
48	25
44	63
74	14
86	7
30	23
34	90
70	84
93	0
69	17
59	75
72	94
36	65
84	5
4	96
33	94
32	94
28	92
42	64
54	69
42	39
56	87
67	13
82	93
76	20
50	18
59	5
59	11
25	99
43	93
54	90
62	18
53	42
66	24
51	13
44	67
66	97
55	96
50	47
34	14
60	75
43	58
38	3
69	21
16	3
73	3
87	92
65	9
35	8
28	6
42	60
36	35
47	2
33	14
92	0
50	19
43	20
75	7
70	27
70	75
82	85
10	97
72	8
36	31
28	78
42	32
50	36
72	15
55	68
30	14
62	38
53	46
12	5
64	6
29	99
59	10
78	9
40	90
31	1
84	92
65	95
59	2
80	88
34	72
51	89
56	73
56	95
19	82
40	84
58	80
82	18
31	16
74	79
35	10
17	93
83	16
32	23
20	92
52	94
32	87
59	82
42	69
68	22
64	27
58	81
68	70
58	98
28	80
21	15
51	76
46	76
79	81
83	87
75	21
40	95
70	25
30	13
68	8
75	4
47	40
54	68
10	3
37	96
56	81
47	60
59	76
59	82
75	82
24	18
52	83
12	0
62	87
30	21
62	72
29	13
41	91
55	57
5	96
89	1
45	26
85	97
33	100
77	88
52	3
29	22
56	92
30	14
49	54
32	32
63	90
39	37
70	85
10	6
78	100
68	91
68	32
92	2
17	12
27	22
62	91
54	23
44	90
80	89
5	3
77	90
53	41
47	78
50	60
40	7
28	74
48	5
68	72
78	78
53	67
32	19
57	9
49	86
56	37
100	0
77	12
64	84
18	97
65	67
58	4
24	23
31	76
39	64
63	63
46	88
77	83
48	0
37	15
33	87
71	85
33	17
51	85
62	79
43	12
21	15
27	100
34	75
23	93
43	80
46	78
38	98
18	88
79	99
71	87
42	79
34	16
28	24
12	9
63	86
43	59
75	84
28	89
51	9
37	19
37	5
37	69
30	82
94	1
45	89
88	92
59	25
50	70
29	97
60	34
25	89
27	84
44	32
65	86
60	75
74	85
71	16
73	99
65	12
21	98
64	6
50	78
66	0
83	99
50	42
33	82
31	70
38	0
22	21
35	1
35	8
51	65
73	11
38	63
84	98
23	85
47	0
64	29
85	100
80	89
65	75
44	59
51	41
71	85
76	98
55	63
29	16
37	28
88	2
50	100
27	86
44	81
48	11
27	25
74	18
67	77
