688	300
240	174
850	915
505	81
477	823
791	96
201	985
510	914
615	233
227	945
394	789
445	83
418	767
388	245
490	866
554	367
612	633
128	6
688	89
558	99
865	903
299	89
680	230
574	830
115	964
217	115
416	990
638	802
572	269
561	335
588	242
557	886
366	239
423	853
464	965
863	951
502	790
827	903
737	796
471	986
536	965
589	618
817	115
719	108
700	280
378	237
521	556
280	905
489	77
413	978
804	837
686	26
390	106
534	65
553	193
230	842
271	233
238	765
454	673
376	368
497	278
305	277
424	63
529	540
460	878
593	38
379	789
103	64
117	957
516	190
600	398
761	815
382	4
491	963
845	1e3
366	700
565	247
177	925
409	728
516	979
276	783
388	374
414	953
709	247
169	883
547	166
757	54
507	45
376	711
608	838
609	916
710	139
302	709
537	203
220	54
619	318
313	991
392	242
389	339
310	184
