499.98486	499.97626	499.9604	500.06622	499.8865	499.87646	499.8723	500.13477	500.1723	500.2162	500.2242	499.76492	499.737	500.32462	499.64697	499.6416	500.35953	499.61142	499.6032	499.5954	499.5879	500.424	500.4314	500.44223	499.55197	500.45032	500.4692	499.5025	499.48953	500.51337	499.46802	499.46356	500.54733	499.42157	499.3969	499.3916	499.3894	500.63443	499.36423	499.33856	499.32993	499.31323	500.6889	499.2917	499.2746	499.27078	500.72922	499.26462	499.25882	500.7413	500.74268	500.75632	499.2325	500.7782	499.20068	500.80377	500.80603	499.18945	499.172	500.83704	499.15692	499.13373	500.87912	500.92264	499.03918	500.96722	499.02863	501.05612	498.94174	498.9409	498.88928	501.13055	498.85684	501.18857	501.2717	498.72787	498.61853	498.61435	498.58884	498.55637	498.5519	501.48685	501.52985	501.54367	498.44208	498.40033	498.38693	498.3666	498.3054	498.29593	498.2722	498.26248	501.75525	501.76645	498.19882	498.13202	501.96393	497.97995	502.10065	502.45105
500.0121	500.04236	500.0563	500.06412	499.9118	500.11142	500.11572	500.15686	499.84207	500.16623	500.16687	500.1995	500.2052	499.71848	499.69962	499.68713	499.68527	500.3187	500.3191	499.6687	500.33963	500.35648	499.63998	499.6377	500.37982	499.60358	499.60022	499.58868	499.58246	500.43414	499.55124	499.50302	499.50204	499.48978	499.48447	499.48248	500.53302	500.5334	499.43958	499.43655	500.57394	499.42157	500.58374	499.40747	500.59497	500.5976	500.59863	500.64938	500.65186	499.32602	499.30453	499.2991	499.24072	500.78867	499.20465	500.82492	500.82986	499.1679	499.15442	499.14676	500.8755	500.91507	500.9299	500.9498	500.98563	498.993	501.022	498.97067	498.95255	498.94086	501.0852	501.1062	498.87845	498.857	498.8431	498.8339	498.80396	498.78857	498.7774	501.29755	501.33377	501.4285	501.45517	498.51743	498.47412	498.42004	498.41	498.38248	501.63953	501.73715	501.82333	498.15408	498.1328	498.09958	498.09476	501.99222	501.9935	498.00015	502.05237	497.1834
499.9983	500.00287	499.98804	499.9851	500.02405	499.97574	499.972	499.91156	499.91132	500.08987	500.09344	499.89676	499.88535	499.8573	500.16815	500.18164	500.19016	500.19354	500.19794	500.20444	499.79138	499.791	499.75476	499.75403	500.27017	500.27167	499.71964	499.69748	500.30267	499.68143	500.3224	499.66113	500.34854	500.35913	500.38538	499.6069	500.3996	500.40762	500.45538	499.54297	500.49634	500.50986	499.44073	500.5642	500.56824	499.42615	500.64694	500.66913	500.67175	500.6893	499.3083	500.6966	499.27933	500.73105	500.73697	499.25925	500.74463	500.79752	499.1865	499.1815	499.16855	500.846	500.87228	500.89096	500.89877	499.09906	499.09146	499.07977	500.92416	499.0727	499.0673	500.93658	499.0558	500.96567	501.02112	498.97604	501.02692	498.90167	498.8879	501.1863	498.7648	498.74808	498.6587	501.39343	501.3936	501.44116	498.47525	498.45435	498.42468	498.4044	501.6206	501.6207	498.37772	501.63715	501.67715	501.7365	501.9051	498.0118	502.07092	503.19974
500.02933	499.97043	499.97034	499.95074	499.95035	499.94214	499.93436	500.0675	499.93015	499.91736	500.08633	500.0916	500.09232	499.89975	499.88544	500.12036	499.8638	500.15112	500.1535	500.19604	500.19934	499.77582	499.69028	499.68393	499.64407	500.36792	500.37558	500.39322	499.59726	500.40414	499.59464	500.41348	499.56992	500.4413	500.46954	500.4795	499.51163	500.49878	500.51498	500.51562	499.48328	499.4541	500.55307	500.58395	499.40393	499.3754	500.65128	500.65475	499.33917	500.6714	499.3121	499.2981	499.29166	499.26257	499.25998	499.20135	499.19797	499.179	500.83386	499.16266	499.15622	500.8654	500.91998	499.06808	499.0622	499.04227	500.97754	501.01746	498.96915	501.03543	498.9473	501.1346	501.20068	498.77792	501.22476	501.2256	498.7644	501.24222	501.2743	498.68454	501.3508	498.64548	498.64496	501.41232	498.5567	498.46906	498.43152	498.3934	498.34775	498.3374	501.6722	498.2436	501.80542	501.8154	501.83932	501.97412	502.4323	502.54523	502.6354	497.09796
499.9499	499.92285	500.10135	500.10165	499.89578	499.87756	499.87494	500.1436	499.8525	499.85007	500.19864	499.77435	500.22742	499.7655	500.2476	499.74002	500.26627	500.26654	500.267	499.71274	500.31387	500.32166	500.33035	499.6648	499.66083	499.65652	500.34927	499.64902	500.36276	500.37973	500.38098	499.618	499.61005	500.39664	500.40216	500.40997	500.41074	500.41165	499.5775	500.4463	499.5119	500.5124	500.51334	499.48407	500.52692	500.56055	499.40747	500.61496	499.37396	500.64047	500.64938	500.64944	500.706	500.72083	499.2734	499.26974	500.77588	500.79697	500.8201	500.8269	500.85553	500.86218	500.8639	499.12732	500.9188	499.03616	499.03284	499.0152	500.9974	501.01697	498.9815	498.97763	501.02393	501.034	498.9444	501.06247	501.09097	501.11984	501.1252	498.86862	498.85974	498.819	498.79553	498.7658	501.25027	498.7212	498.71277	501.32373	498.53207	501.5655	501.61194	498.3684	501.76282	498.20694	501.9255	497.66776	502.3975	497.38626	502.71613	502.79913
500.0065	499.97983	500.04263	500.0624	500.07214	500.07236	500.07803	500.0834	500.0948	500.10107	499.8911	499.85944	499.84854	499.845	500.18106	500.19025	499.8064	499.76035	500.25543	499.7326	500.28625	500.30548	500.32742	500.34128	500.3437	499.65253	500.3481	499.63095	500.38434	500.3898	500.39374	500.40848	499.55704	500.44672	500.47293	499.51953	500.48343	499.50674	499.48447	500.52036	499.4767	499.45306	499.4199	499.39502	499.3892	499.37387	499.36542	499.33533	499.33307	499.33237	500.68677	500.69928	500.70947	499.2748	499.25772	500.75616	500.7608	499.2015	500.79877	499.17554	500.8512	500.87326	500.9012	500.92172	499.06348	499.05194	499.0512	500.95096	500.98175	500.9871	498.99487	501.0238	501.06168	498.92944	498.9269	501.09933	498.82895	501.18356	501.19244	501.20935	498.75824	498.64957	501.39056	501.3944	498.60043	501.42258	501.43024	501.443	501.4996	501.54324	498.3802	501.7267	498.24393	501.87073	498.01273	497.94495	502.18903	497.78586	502.70618	502.96393
500.05167	499.9128	499.90662	499.9026	499.8943	500.11252	499.88226	500.13297	500.17343	499.82184	499.81628	500.19757	499.76822	499.76434	499.742	500.2595	500.28406	500.29034	500.29468	499.70334	499.70154	499.6966	500.30475	499.69327	500.31033	500.32532	500.32715	499.66678	499.63657	499.62695	499.6256	499.6198	500.39752	500.40268	499.5935	499.57956	500.43774	500.4688	499.49554	499.4666	500.5519	500.5612	499.4312	499.418	500.58844	500.60248	500.6206	500.62906	499.36557	499.3485	499.31052	499.2232	500.77948	499.21024	499.16635	500.90036	499.0745	500.92725	499.05014	500.96683	500.9853	499.0021	501.01917	498.97653	498.9388	498.91754	501.09653	501.11755	498.8436	498.84048	498.79694	501.21494	498.77478	501.22803	498.75955	501.3319	501.34702	498.62683	501.37552	501.3766	498.61395	501.39752	498.58737	498.52634	498.5139	498.47394	501.59595	498.3935	498.3652	498.3618	498.3484	498.22302	498.19208	501.8174	498.05426	497.9645	502.2193	502.2726	497.68802	502.57745
499.99112	500.02893	500.042	499.95758	499.95337	499.92978	499.90625	499.90317	499.8922	499.88818	499.88254	500.12503	500.1283	500.12933	499.84253	500.16208	499.82776	499.81155	500.19714	500.2037	499.77817	500.2314	499.7572	500.25806	499.7417	499.7344	500.29724	500.3	499.69586	500.31006	500.33908	499.65442	499.6434	499.64322	499.6147	499.60147	499.59616	499.58835	499.58783	499.57108	500.44537	499.54446	500.48865	499.50623	499.49768	500.51355	499.47195	500.5376	499.4167	500.58734	499.38525	499.3671	499.34308	499.331	499.31067	500.72974	500.736	500.74515	499.20654	500.8133	500.8535	500.88382	499.09372	499.0925	500.95297	499.02426	500.987	501.05673	498.94083	501.0662	498.91217	501.09857	501.14642	501.1922	501.21713	501.21927	501.2576	498.73755	498.69876	498.69614	501.30814	498.67603	498.6564	501.3867	501.39362	498.54932	501.51984	501.53088	501.55023	501.6687	498.17706	498.15622	501.98132	497.97415	502.1237	502.13016	497.86777	497.82962	502.63586	503.2267
499.98978	499.98788	499.9817	500.04877	499.9316	500.09036	499.90952	499.90155	500.09863	500.11115	500.11276	500.11646	500.11856	500.12302	499.8709	499.86636	499.85834	499.8452	500.16476	500.16656	499.82104	499.8107	499.80176	500.20425	499.77124	500.22913	500.23596	500.24915	499.75076	500.25302	500.26404	500.27448	500.28433	499.71417	499.71118	500.33905	500.34094	500.37082	500.3718	500.3815	500.39554	499.5666	499.56067	499.54904	500.48322	500.50662	499.48154	500.52014	500.5405	499.45837	499.44522	499.40854	499.38605	500.61453	499.38205	500.62357	499.36752	500.64627	500.66202	500.671	499.32715	500.67737	499.3204	499.27353	500.73306	500.767	500.8259	499.1289	499.11227	499.09875	500.90396	499.07294	500.92865	499.069	499.03534	501.03125	501.07114	501.12918	501.13794	498.83344	498.82407	498.8019	501.2373	501.24817	501.26584	501.27902	498.567	498.47452	498.4455	498.41998	498.4008	501.65924	498.33032	498.2646	498.16022	501.8844	502.33206	502.47195	497.51663	502.7374
500.00333	499.97885	500.0218	500.0298	499.96762	500.03314	500.03366	500.05902	500.06445	499.92737	499.92075	499.9182	499.9097	500.09915	499.8744	499.86884	499.84854	499.80374	500.2129	499.77344	499.74683	499.71414	500.30066	500.3042	500.3084	499.68808	500.31595	500.32166	499.67404	499.6555	499.6475	499.63248	500.3796	500.38846	500.3933	499.58536	499.58505	499.58072	499.5646	500.45178	499.53925	499.5305	500.47534	500.50858	499.48987	500.52597	500.5286	499.40887	499.40396	500.60217	499.3938	500.60645	499.36435	499.35602	500.65753	499.28848	499.27182	500.73676	500.75253	500.78363	500.81366	499.1676	500.84045	500.8408	499.14154	500.8676	499.1312	500.8957	499.095	499.09018	500.929	500.95047	500.9586	499.02835	501.00867	501.04144	498.95715	498.94598	501.06824	501.12912	498.8598	498.85828	498.85675	498.8507	501.16147	501.1906	498.79208	501.2391	498.7405	498.6997	501.31036	498.44058	498.4221	498.4214	501.67963	501.8353	501.86578	501.88834	501.91818	501.9687
