51	49	52	48	53	46	45	45	56	56	41	60	40	60	60	39	39	61	38	62	62	37	37	64	65	65	35	35	66	34	67	32	32	32	70	70	71	29	28	72	27	73	26	25	75	23	77	77	78	22	78	20	20	20	80	19	81	82	82	18	18	83	84	16	84	84	15	85	15	86	14	13	13	88	12	88	12	89	10	90	8	8	8	8	93	6	94	6	6	95	96	4	4	3	97	1	0	100	100	100
49	51	49	51	48	52	53	47	47	46	46	44	57	57	43	42	58	41	59	62	38	62	36	64	35	35	66	66	66	33	67	67	33	31	72	72	73	73	27	27	26	26	76	23	77	78	78	78	22	79	79	80	81	81	19	18	18	17	83	83	17	83	84	84	14	14	86	86	14	14	86	14	13	13	87	12	88	88	88	11	11	9	92	92	8	93	7	7	5	95	95	96	96	2	98	1	1	99	0	100
50	49	52	48	53	45	45	44	43	57	43	57	58	59	41	61	38	63	63	64	66	32	31	31	70	70	71	29	72	28	72	27	73	27	27	74	74	75	76	24	77	23	23	77	23	79	21	20	20	20	19	19	19	82	18	18	17	17	83	16	84	85	15	15	14	14	86	14	86	14	13	87	13	11	10	92	8	7	93	93	94	6	5	5	95	5	5	96	96	97	97	2	2	1	99	99	99	0	0	0
50	50	50	49	51	49	49	48	48	53	54	54	54	56	44	57	57	58	42	41	40	60	39	38	38	62	38	62	37	37	63	36	64	36	35	66	66	34	67	69	71	73	73	27	27	26	75	25	25	76	76	76	24	77	77	78	22	21	21	79	79	20	80	81	81	81	19	18	83	83	83	16	16	16	85	15	14	14	87	12	88	12	88	90	90	91	9	9	8	7	7	93	7	6	94	95	3	99	100	100
50	48	48	52	52	47	47	54	45	45	44	44	44	57	57	57	43	57	58	59	59	59	60	60	60	39	61	39	61	39	62	63	63	35	35	66	67	33	33	69	30	30	30	29	29	72	27	73	73	26	25	75	24	23	79	20	80	20	81	18	82	18	17	17	84	84	85	15	85	14	14	87	12	88	88	88	89	90	90	91	92	93	93	7	94	95	95	5	95	95	96	3	3	3	2	98	98	1	0	100
51	51	52	52	53	46	45	45	55	55	45	56	43	57	43	58	41	40	60	61	39	38	63	64	35	34	66	33	68	68	32	68	32	32	31	31	30	30	30	71	29	29	71	72	73	26	74	74	74	25	75	25	78	22	21	20	82	17	83	83	84	16	86	14	86	14	14	86	86	13	13	13	12	89	89	90	10	10	9	91	92	8	8	8	92	93	93	95	5	95	96	3	3	2	2	2	1	99	0	0
50	50	49	48	53	53	53	47	54	46	56	56	57	61	61	38	62	62	37	63	64	35	35	67	67	68	32	69	31	31	30	71	28	72	73	74	26	26	25	25	76	78	22	80	80	80	20	18	18	18	18	82	17	83	17	16	16	15	85	86	13	13	87	12	88	12	88	88	89	11	90	10	10	90	91	9	92	93	7	7	93	94	96	4	96	3	97	3	2	2	2	1	99	1	1	99	1	99	0	100
50	50	51	49	51	51	48	47	47	47	46	46	46	46	55	45	44	44	43	60	60	60	61	39	61	62	37	63	64	36	64	65	35	66	34	34	33	32	32	31	31	72	72	72	28	72	73	26	26	75	24	24	76	23	77	79	79	79	80	19	18	18	83	84	84	84	16	16	86	87	13	13	87	12	88	11	11	89	89	90	90	10	9	91	92	8	8	8	92	93	93	94	5	4	97	98	98	98	99	1
52	47	54	54	45	45	45	45	45	44	43	57	43	59	41	59	41	41	40	39	61	39	38	38	62	37	36	35	65	65	66	66	66	33	67	69	69	71	28	72	28	27	73	27	27	73	74	74	25	25	75	76	24	77	21	80	80	19	82	18	82	18	82	15	15	15	15	87	88	88	12	12	89	10	9	9	91	9	91	92	92	7	7	93	7	6	94	95	96	4	96	4	96	4	97	3	98	2	1	1
50	50	51	51	51	48	52	48	47	47	46	54	46	46	45	44	43	43	58	42	41	40	61	38	62	37	63	63	36	64	64	64	66	33	33	67	67	32	68	32	69	31	70	29	29	73	74	26	74	26	25	76	24	24	23	78	78	78	80	81	81	81	81	82	18	16	15	85	86	13	88	88	12	88	89	89	11	11	89	89	10	10	9	91	93	7	7	94	94	95	95	4	96	4	3	97	0	0	0	0
49	49	52	52	48	48	48	53	47	53	47	47	54	45	45	45	45	44	57	57	43	57	42	42	42	42	62	38	63	37	63	64	64	64	35	35	65	66	33	67	67	33	69	31	30	70	71	71	72	27	73	74	74	75	25	75	25	76	23	23	77	77	78	22	21	21	20	80	19	19	82	18	83	17	16	84	16	14	14	14	87	87	87	13	89	89	10	10	10	9	91	9	8	92	92	92	6	5	98	99
50	50	51	51	51	48	52	53	54	46	46	55	45	55	43	57	57	43	43	58	59	41	60	60	61	61	61	38	38	62	63	64	65	34	34	34	33	67	67	33	68	68	32	32	31	31	70	70	29	28	28	28	72	28	26	25	78	78	78	78	20	80	80	20	80	81	19	18	18	18	83	16	85	86	86	86	13	12	88	90	10	90	10	9	91	92	92	92	7	94	6	95	4	4	96	97	3	98	0	100
50	50	49	51	52	52	53	53	46	54	56	44	57	43	43	58	58	41	59	59	41	60	40	40	40	61	39	62	63	63	65	35	66	34	34	32	69	70	30	29	72	73	27	27	27	27	26	24	76	76	77	77	21	20	18	17	17	17	16	16	16	84	15	15	85	87	87	88	12	88	89	89	89	90	10	90	90	91	92	7	7	93	6	6	5	95	96	4	4	97	97	3	3	3	98	2	2	98	1	0
50	50	51	51	48	52	53	53	55	55	45	55	56	44	57	57	43	42	41	41	60	60	39	39	62	38	37	36	36	35	65	35	34	66	33	32	32	68	70	70	29	72	73	26	23	77	77	22	22	22	22	79	79	21	80	80	20	20	19	18	82	83	16	16	16	15	13	13	87	88	12	12	88	88	89	11	11	10	10	91	9	9	93	93	6	94	6	6	94	95	4	4	97	3	3	97	97	2	98	98
50	49	51	48	48	48	46	46	55	45	44	44	43	58	41	59	59	60	40	40	60	60	39	61	38	37	64	64	64	35	65	65	33	33	32	32	69	31	30	70	29	29	71	71	29	71	28	27	73	26	26	74	74	23	23	22	78	22	78	21	80	82	82	18	17	83	86	86	86	13	13	87	12	12	89	10	9	92	92	7	7	93	93	6	5	96	4	3	3	97	2	98	2	1	1	99	1	99	0	100
48	52	47	46	46	46	46	55	55	56	44	43	59	41	59	40	60	61	38	63	63	36	36	64	65	65	35	65	35	35	66	66	33	67	71	29	72	28	28	73	73	74	76	23	23	23	23	22	78	79	21	79	79	20	80	20	80	81	19	19	18	82	82	82	17	17	84	16	85	15	14	87	88	88	12	12	88	89	11	90	9	8	92	92	6	94	95	95	5	96	4	96	98	98	2	1	1	99	0	100
50	49	49	52	48	47	46	54	54	45	55	56	56	57	58	58	58	58	42	58	58	60	61	61	39	38	62	38	64	36	64	35	65	65	65	66	34	67	31	69	27	27	27	27	27	25	25	76	24	77	77	77	77	78	22	22	21	80	20	81	82	82	83	83	83	16	16	16	16	85	85	13	12	88	12	88	12	10	90	91	91	92	8	8	93	93	94	94	6	5	5	97	3	2	2	1	1	99	0	100
50	49	49	52	47	47	54	46	44	56	44	56	42	41	41	59	40	60	40	60	39	39	39	62	62	63	37	37	64	36	35	35	35	33	32	31	70	70	70	71	71	72	72	73	74	75	75	25	25	24	76	22	21	79	79	80	20	19	19	19	82	82	18	18	18	83	16	85	14	86	86	13	87	13	12	12	12	11	10	10	90	91	9	9	92	92	7	6	6	95	5	96	4	3	97	1	1	99	0	0
50	51	49	49	52	46	46	55	55	44	44	56	56	58	41	59	60	40	40	40	40	39	39	62	37	36	64	36	64	65	33	67	33	68	31	31	69	70	30	71	71	29	73	27	73	74	75	76	76	76	76	23	22	21	21	80	80	19	19	19	19	18	18	18	83	84	84	16	16	84	15	86	87	87	13	12	88	12	89	11	10	10	9	91	93	7	7	93	5	95	5	5	96	96	96	4	98	98	0	100
52	53	47	47	46	54	46	45	45	56	44	44	57	42	42	42	42	59	59	60	61	38	37	37	37	37	64	36	65	34	67	33	67	68	32	32	30	70	30	29	72	72	27	73	73	26	26	75	24	24	76	24	23	22	21	79	79	80	82	82	83	83	17	83	83	84	16	85	15	85	13	87	13	87	87	87	88	12	10	90	10	9	9	8	92	93	7	5	95	5	5	4	4	97	97	97	98	1	99	100
50	50	49	51	51	52	47	53	53	45	55	44	43	42	58	59	41	59	61	38	63	37	37	65	35	65	65	34	67	67	68	68	32	68	32	32	69	70	30	30	70	70	29	28	72	72	72	73	27	74	75	24	76	23	77	78	22	21	19	19	18	82	83	16	15	15	15	14	86	87	88	88	12	88	88	89	89	10	91	91	92	92	93	93	7	7	7	6	6	94	5	96	3	98	98	98	1	1	100	0
